Ref number,Carbon precursors,Sample name,DOI,Year,Title,Sbet (m2g-1),Vtotal (cm3g-1),Vmicro (cm3g-1),P (bar),T (K),O (%),N (%),Uptake (mmolg-1)
58,Orange peel,Activated with KOH,https://doi.org/10.1016/j.ccst.2023.100149,2023,Synthesis of porous and activated carbon from lemon peel waste for CO2 adsorption,2143.0,1.3,0.84,1.0,313.0,12.0,1.4,1.4
63,wood powder,C-DWP/Zn,https://doi.org/10.1016/j.ccst.2023.100161,2024,Scalable production of wood carbon microspheres for high-efficiency carbon dioxide capture,1769.13,0.6237,0.5992,1.0,298.0,8.8,2.5,3.51
64,waste eucalyptus powder,Eucalyptus sawdust,https://doi.org/10.1016/j.jelechem.2022.116580,2022,Targeting application of hierarchical porous carbon by facile one-step site-specific activation of wood powder: CO2 adsorption and supercapacitors,2390.76,1.23,0.49,1.0,273.0,12.74,1.45,5.21
64,waste eucalyptus powder,Eucalyptus sawdust,https://doi.org/10.1016/j.jelechem.2022.116580,2022,Targeting application of hierarchical porous carbon by facile one-step site-specific activation of wood powder: CO2 adsorption and supercapacitors,2390.76,1.23,0.49,1.0,298.0,12.74,1.45,3.54
66,Rape straw,RS,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms,81.13,0.095,0.012,1.0,298.0,23.21,0.97,0.6
66,Rape straw,SS,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms,81.48,0.141,0.036,1.0,298.0,10.38,1.6,0.94
66,Rape straw,CS,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms,122.06,0.135,0.066,1.0,298.0,10.3,1.41,0.84
66,Rape straw,WS,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms,123.23,0.106,0.015,1.0,298.0,17.0,1.45,0.72
66,Rape straw,NS,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms,336.73,0.196,0.133,1.0,298.0,11.13,0.32,0.94
66,Rape straw,HW,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms,347.96,0.471,0.147,1.0,298.0,8.56,0.3,1.04
66,Rape straw,PW,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms,356.87,0.464,0.133,1.0,298.0,11.73,0.48,0.98
69,Pine sawdust,BC,https://doi.org/10.1016/j.jece.2023.111378,2023,Separation of CO2 using biochar and KOH and ZnCl2 activated carbons derived from pine sawdust,293.3,0.19,0.18,1.0,273.0,9.29,0.47,1.17
69,Pine sawdust,ACPS600-K-4,https://doi.org/10.1016/j.jece.2023.111378,2023,Separation of CO2 using biochar and KOH and ZnCl2 activated carbons derived from pine sawdust,2437.2,1.09,0.97,1.0,273.0,16.51,1.08,1.65
69,Pine sawdust,ACPS850-K-2,https://doi.org/10.1016/j.jece.2023.111378,2023,Separation of CO2 using biochar and KOH and ZnCl2 activated carbons derived from pine sawdust,2270.5,1.02,0.87,1.0,273.0,8.44,0.58,1.33
69,Pine sawdust,ACPS850-Z-D,https://doi.org/10.1016/j.jece.2023.111378,2023,Separation of CO2 using biochar and KOH and ZnCl2 activated carbons derived from pine sawdust,471.4,0.26,0.23,1.0,273.0,4.22,1.56,1.41
69,Pine sawdust,ACPS850-Z-W,https://doi.org/10.1016/j.jece.2023.111378,2023,Separation of CO2 using biochar and KOH and ZnCl2 activated carbons derived from pine sawdust,501.1,0.26,0.23,1.0,273.0,3.82,0.59,1.56
71,Wheat straw,BC600,https://doi.org/10.1016/j.cej.2024.155607,2024,"Hierarchically porous MgO/biochar composites for efficient CO2 capture: Structure, performance and mechanism",1064.0,0.5,0.41,1.0,273.0,23.29,1.12,5.17
71,Wheat straw,BC700,https://doi.org/10.1016/j.cej.2024.155607,2024,"Hierarchically porous MgO/biochar composites for efficient CO2 capture: Structure, performance and mechanism",1748.0,0.77,0.69,1.0,273.0,12.09,1.32,5.7
71,Wheat straw,BC800,https://doi.org/10.1016/j.cej.2024.155607,2024,"Hierarchically porous MgO/biochar composites for efficient CO2 capture: Structure, performance and mechanism",2765.0,1.64,0.97,1.0,273.0,3.97,0.77,6.0
71,Wheat straw,MgO/BC-1,https://doi.org/10.1016/j.cej.2024.155607,2024,"Hierarchically porous MgO/biochar composites for efficient CO2 capture: Structure, performance and mechanism",1453.0,0.75,0.56,1.0,273.0,18.94,0.87,6.65
71,Wheat straw,MgO/BC-5,https://doi.org/10.1016/j.cej.2024.155607,2024,"Hierarchically porous MgO/biochar composites for efficient CO2 capture: Structure, performance and mechanism",793.0,0.54,0.29,1.0,273.0,23.3,0.35,3.38
76,sodium lignosulfonate,pH 1,https://doi.org/10.1016/j.biortech.2023.130171,2024,Effect of hydrothermal pH values on the morphology of special microspheres of lignin-based porous carbon and the mechanism of carbon dioxide adsorption,1018.14,1.77,1.0974,1.0,273.0,5.13,3.3,5.1
76,sodium lignosulfonate,pH 2,https://doi.org/10.1016/j.biortech.2023.130171,2024,Effect of hydrothermal pH values on the morphology of special microspheres of lignin-based porous carbon and the mechanism of carbon dioxide adsorption,1073.18,0.588,3.66912,1.0,273.0,10.11,4.02,4.8
76,sodium lignosulfonate,pH 3,https://doi.org/10.1016/j.biortech.2023.130171,2024,Effect of hydrothermal pH values on the morphology of special microspheres of lignin-based porous carbon and the mechanism of carbon dioxide adsorption,1178.61,1.16,3.6308,1.0,273.0,8.29,2.22,4.7
76,sodium lignosulfonate,pH 4,https://doi.org/10.1016/j.biortech.2023.130171,2024,Effect of hydrothermal pH values on the morphology of special microspheres of lignin-based porous carbon and the mechanism of carbon dioxide adsorption,1336.46,1.17,4.8321,1.0,273.0,12.97,4.42,4.3
76,sodium lignosulfonate,pH 5,https://doi.org/10.1016/j.biortech.2023.130171,2024,Effect of hydrothermal pH values on the morphology of special microspheres of lignin-based porous carbon and the mechanism of carbon dioxide adsorption,978.2,1.15,1.5295,1.0,273.0,10.55,3.15,4.2
76,sodium lignosulfonate,pH 6,https://doi.org/10.1016/j.biortech.2023.130171,2024,Effect of hydrothermal pH values on the morphology of special microspheres of lignin-based porous carbon and the mechanism of carbon dioxide adsorption,836.2,1.02,2.9172,1.0,273.0,15.51,2.95,4.05
76,sodium lignosulfonate,pH 7,https://doi.org/10.1016/j.biortech.2023.130171,2024,Effect of hydrothermal pH values on the morphology of special microspheres of lignin-based porous carbon and the mechanism of carbon dioxide adsorption,985.16,0.83,1.9588,1.0,273.0,13.7,2.21,3.85
76,sodium lignosulfonate,pH 1,https://doi.org/10.1016/j.biortech.2023.130171,2024,Effect of hydrothermal pH values on the morphology of special microspheres of lignin-based porous carbon and the mechanism of carbon dioxide adsorption,1018.14,1.77,1.0974,1.0,298.0,5.13,3.3,3.67
76,sodium lignosulfonate,pH 2,https://doi.org/10.1016/j.biortech.2023.130171,2024,Effect of hydrothermal pH values on the morphology of special microspheres of lignin-based porous carbon and the mechanism of carbon dioxide adsorption,1073.18,0.588,3.66912,1.0,298.0,10.11,4.02,3.5
76,sodium lignosulfonate,pH 3,https://doi.org/10.1016/j.biortech.2023.130171,2024,Effect of hydrothermal pH values on the morphology of special microspheres of lignin-based porous carbon and the mechanism of carbon dioxide adsorption,1178.61,1.16,3.6308,1.0,298.0,8.29,2.22,3.35
76,sodium lignosulfonate,pH 4,https://doi.org/10.1016/j.biortech.2023.130171,2024,Effect of hydrothermal pH values on the morphology of special microspheres of lignin-based porous carbon and the mechanism of carbon dioxide adsorption,1336.46,1.17,4.8321,1.0,298.0,12.97,4.42,3.2
76,sodium lignosulfonate,pH 5,https://doi.org/10.1016/j.biortech.2023.130171,2024,Effect of hydrothermal pH values on the morphology of special microspheres of lignin-based porous carbon and the mechanism of carbon dioxide adsorption,978.2,1.15,1.5295,1.0,298.0,10.55,3.15,3.15
76,sodium lignosulfonate,pH 6,https://doi.org/10.1016/j.biortech.2023.130171,2024,Effect of hydrothermal pH values on the morphology of special microspheres of lignin-based porous carbon and the mechanism of carbon dioxide adsorption,836.2,1.02,2.9172,1.0,298.0,15.51,2.95,3.05
76,sodium lignosulfonate,pH 7,https://doi.org/10.1016/j.biortech.2023.130171,2024,Effect of hydrothermal pH values on the morphology of special microspheres of lignin-based porous carbon and the mechanism of carbon dioxide adsorption,985.16,0.83,1.9588,1.0,298.0,13.7,2.21,2.85
79,"palm date seeds, guava seeds and winged beans",PDS_KOH_1,10.1002/nano.202100099,2022,Biomass derived carbon materials: Synthesis and application towards CO2 and H2S adsorption,1906.0,1.06,0.78,1.0,273.0,18.99,1.35,5.47
79,"palm date seeds, guava seeds and winged beans",PDS_KOH_2,10.1002/nano.202100099,2022,Biomass derived carbon materials: Synthesis and application towards CO2 and H2S adsorption,2335.0,1.54,0.9,1.0,273.0,19.95,0.51,4.16
79,"palm date seeds, guava seeds and winged beans",PDS_KOH_1,10.1002/nano.202100099,2022,Biomass derived carbon materials: Synthesis and application towards CO2 and H2S adsorption,1906.0,1.06,0.78,1.0,298.0,18.99,1.35,4.36
79,"palm date seeds, guava seeds and winged beans",PDS_KOH_2,10.1002/nano.202100099,2022,Biomass derived carbon materials: Synthesis and application towards CO2 and H2S adsorption,2335.0,1.54,0.9,1.0,298.0,19.95,0.51,3.17
85,corncobs,CNNK-1,https://doi.org/10.1021/acs.langmuir.3c00137,2023,CO2 Adsorption on N-Doped Porous Biocarbon Synthesized from Biomass Corncobs in Simulated Flue Gas,1209.0,0.506,0.345,1.0,298.0,22.45,0.89,4.44
85,corncobs,CNOK-1,https://doi.org/10.1021/acs.langmuir.3c00137,2023,CO2 Adsorption on N-Doped Porous Biocarbon Synthesized from Biomass Corncobs in Simulated Flue Gas,1148.0,0.493,0.315,1.0,298.0,30.8,3.3,3.33
86,Antibiotic mycorrhizal residues,THC600,https://doi.org/10.1016/j.jaap.2024.106812,2024,Preparation of porous carbon from hydrothermal treatment products of modified antibiotic mycelial residues and its use in CO2 capture,648.41,0.31,0.247,1.0,298.0,29.81,1.89,3.4
86,Antibiotic mycorrhizal residues,THC650,https://doi.org/10.1016/j.jaap.2024.106812,2024,Preparation of porous carbon from hydrothermal treatment products of modified antibiotic mycelial residues and its use in CO2 capture,902.99,0.412,0.312,1.0,298.0,24.97,1.26,4.5
86,Antibiotic mycorrhizal residues,THC700,https://doi.org/10.1016/j.jaap.2024.106812,2024,Preparation of porous carbon from hydrothermal treatment products of modified antibiotic mycelial residues and its use in CO2 capture,1205.92,0.602,0.517,1.0,298.0,16.33,0.69,5.35
86,Antibiotic mycorrhizal residues,THC750,https://doi.org/10.1016/j.jaap.2024.106812,2024,Preparation of porous carbon from hydrothermal treatment products of modified antibiotic mycelial residues and its use in CO2 capture,1528.65,0.836,0.609,1.0,298.0,17.94,0.36,4.55
86,Antibiotic mycorrhizal residues,THC800,https://doi.org/10.1016/j.jaap.2024.106812,2024,Preparation of porous carbon from hydrothermal treatment products of modified antibiotic mycelial residues and its use in CO2 capture,1712.72,0.879,0.646,1.0,298.0,28.57,0.28,4.3
94,wood chips,BC/M/S/T550/R15/H120,https://doi.org/10.1016/j.seppur.2024.129403,2025,Eutectic molten salt assisted fabrication of microporous biochar for greenhouse gases adsorption,974.46,0.51,0.39,1.0,298.0,14.18,2.32,4.54
99,medicinal herbs,SMPC,https://doi.org/10.1016/j.colsurfa.2023.131327,2023,Ultra-high specific surface area porous carbons derived from Chinese medicinal herbal residues with potential applications in supercapacitors and CO2 capture,3410.0,2.045,1.137,1.0,273.0,4.29,0.31,3.78
99,medicinal herbs,ARPC,https://doi.org/10.1016/j.colsurfa.2023.131327,2023,Ultra-high specific surface area porous carbons derived from Chinese medicinal herbal residues with potential applications in supercapacitors and CO2 capture,3399.0,2.095,1.181,1.0,273.0,4.54,0.08,4.1
99,medicinal herbs,DHRPC,https://doi.org/10.1016/j.colsurfa.2023.131327,2023,Ultra-high specific surface area porous carbons derived from Chinese medicinal herbal residues with potential applications in supercapacitors and CO2 capture,3262.0,1.775,1.382,1.0,273.0,3.38,0.29,4.88
99,medicinal herbs,SMPC,https://doi.org/10.1016/j.colsurfa.2023.131327,2023,Ultra-high specific surface area porous carbons derived from Chinese medicinal herbal residues with potential applications in supercapacitors and CO2 capture,3410.0,2.045,1.137,30.0,298.0,4.29,0.31,29.0
99,medicinal herbs,ARPC,https://doi.org/10.1016/j.colsurfa.2023.131327,2023,Ultra-high specific surface area porous carbons derived from Chinese medicinal herbal residues with potential applications in supercapacitors and CO2 capture,3399.0,2.095,1.181,30.0,298.0,4.54,0.08,30.0
99,medicinal herbs,DHRPC,https://doi.org/10.1016/j.colsurfa.2023.131327,2023,Ultra-high specific surface area porous carbons derived from Chinese medicinal herbal residues with potential applications in supercapacitors and CO2 capture,3262.0,1.775,1.382,30.0,298.0,3.38,0.29,29.4
100,Corn straw,4–9-2-m,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,2375.22,1.17,0.97,10.0,298.0,18.15,1.19,11.13
100,Corn straw,4–9-4-m,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,3006.41,1.8,1.14,10.0,298.0,17.45,1.06,11.97
100,Corn straw,4–9-2-d,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,119.57,0.062,0.049,10.0,298.0,13.0,0.72,3.51
100,Corn straw,4–9-4-d,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,179.67,0.084,0.071,10.0,298.0,12.09,0.72,4.76
100,Corn straw,4–9-2d-2 m,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,2374.55,1.25,0.96,10.0,298.0,17.18,1.85,10.91
100,Corn straw,H-4–9-4-m,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,3567.33,2.05,1.3,10.0,298.0,12.31,0.72,13.25
100,Corn straw,4–9-2-m,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,2375.22,1.17,0.97,20.0,298.0,18.15,1.19,14.68
100,Corn straw,4–9-4-m,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,3006.41,1.8,1.14,20.0,298.0,17.45,1.06,18.43
100,Corn straw,4–9-2-d,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,119.57,0.062,0.049,20.0,298.0,13.0,0.72,3.74
100,Corn straw,4–9-4-d,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,179.67,0.084,0.071,20.0,298.0,12.09,0.72,5.07
100,Corn straw,4–9-2d-2 m,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,2374.55,1.25,0.96,20.0,298.0,17.18,1.85,15.29
100,Corn straw,H-4–9-4-m,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,3567.33,2.05,1.3,20.0,298.0,12.31,0.72,19.87
100,Corn straw,4–9-2-m,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,2375.22,1.17,0.97,30.0,298.0,18.15,1.19,16.55
100,Corn straw,4–9-4-m,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,3006.41,1.8,1.14,30.0,298.0,17.45,1.06,23.07
100,Corn straw,4–9-2-d,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,119.57,0.062,0.049,30.0,298.0,13.0,0.72,3.98
100,Corn straw,4–9-4-d,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,179.67,0.084,0.071,30.0,298.0,12.09,0.72,5.58
100,Corn straw,4–9-2d-2 m,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,2374.55,1.25,0.96,30.0,298.0,17.18,1.85,17.22
100,Corn straw,H-4–9-4-m,https://doi.org/10.1016/j.cej.2024.153403,2024,Straw-based biochar prepared from multi-step KOH activation and its structure-effect relationship of CO2 capture under atmospheric/pressurized conditions via experimental analysis and MD/DFT calculations,3567.33,2.05,1.3,30.0,298.0,12.31,0.72,24.77
101,Pitch,HPCNF-4,https://doi.org/10.1016/j.est.2024.110636,2024,Ball-flower-like hierarchically porous carbons via a “work-in-tandem” strategy for effective energy storage and CO2 capture,440.3,0.9,0.13,0.15,273.0,6.34,3.99,1.21
101,Pitch,HPCNF-5,https://doi.org/10.1016/j.est.2024.110636,2024,Ball-flower-like hierarchically porous carbons via a “work-in-tandem” strategy for effective energy storage and CO2 capture,529.7,1.11,0.15,0.15,273.0,6.58,3.01,1.57
101,Pitch,HPCNF-6,https://doi.org/10.1016/j.est.2024.110636,2024,Ball-flower-like hierarchically porous carbons via a “work-in-tandem” strategy for effective energy storage and CO2 capture,737.9,1.72,0.19,0.15,273.0,5.93,2.95,1.25
101,Pitch,HPCNF-8,https://doi.org/10.1016/j.est.2024.110636,2024,Ball-flower-like hierarchically porous carbons via a “work-in-tandem” strategy for effective energy storage and CO2 capture,795.3,2.18,0.19,0.15,273.0,5.24,3.27,1.26
101,Pitch,HPCNF-4,https://doi.org/10.1016/j.est.2024.110636,2024,Ball-flower-like hierarchically porous carbons via a “work-in-tandem” strategy for effective energy storage and CO2 capture,440.3,0.9,0.13,0.15,298.0,6.34,3.99,0.76
101,Pitch,HPCNF-5,https://doi.org/10.1016/j.est.2024.110636,2024,Ball-flower-like hierarchically porous carbons via a “work-in-tandem” strategy for effective energy storage and CO2 capture,529.7,1.11,0.15,0.15,298.0,6.58,3.01,0.88
101,Pitch,HPCNF-6,https://doi.org/10.1016/j.est.2024.110636,2024,Ball-flower-like hierarchically porous carbons via a “work-in-tandem” strategy for effective energy storage and CO2 capture,737.9,1.72,0.19,0.15,298.0,5.93,2.95,0.71
101,Pitch,HPCNF-8,https://doi.org/10.1016/j.est.2024.110636,2024,Ball-flower-like hierarchically porous carbons via a “work-in-tandem” strategy for effective energy storage and CO2 capture,795.3,2.18,0.19,0.15,298.0,5.24,3.27,0.73
101,Pitch,HPCNF-4,https://doi.org/10.1016/j.est.2024.110636,2024,Ball-flower-like hierarchically porous carbons via a “work-in-tandem” strategy for effective energy storage and CO2 capture,440.3,0.9,0.13,1.0,273.0,6.34,3.99,2.77
101,Pitch,HPCNF-5,https://doi.org/10.1016/j.est.2024.110636,2024,Ball-flower-like hierarchically porous carbons via a “work-in-tandem” strategy for effective energy storage and CO2 capture,529.7,1.11,0.15,1.0,273.0,6.58,3.01,3.57
101,Pitch,HPCNF-6,https://doi.org/10.1016/j.est.2024.110636,2024,Ball-flower-like hierarchically porous carbons via a “work-in-tandem” strategy for effective energy storage and CO2 capture,737.9,1.72,0.19,1.0,273.0,5.93,2.95,3.41
101,Pitch,HPCNF-8,https://doi.org/10.1016/j.est.2024.110636,2024,Ball-flower-like hierarchically porous carbons via a “work-in-tandem” strategy for effective energy storage and CO2 capture,795.3,2.18,0.19,1.0,273.0,5.24,3.27,3.45
101,Pitch,HPCNF-4,https://doi.org/10.1016/j.est.2024.110636,2024,Ball-flower-like hierarchically porous carbons via a “work-in-tandem” strategy for effective energy storage and CO2 capture,440.3,0.9,0.13,1.0,298.0,6.34,3.99,2.05
101,Pitch,HPCNF-5,https://doi.org/10.1016/j.est.2024.110636,2024,Ball-flower-like hierarchically porous carbons via a “work-in-tandem” strategy for effective energy storage and CO2 capture,529.7,1.11,0.15,1.0,298.0,6.58,3.01,2.44
101,Pitch,HPCNF-6,https://doi.org/10.1016/j.est.2024.110636,2024,Ball-flower-like hierarchically porous carbons via a “work-in-tandem” strategy for effective energy storage and CO2 capture,737.9,1.72,0.19,1.0,298.0,5.93,2.95,2.28
101,Pitch,HPCNF-8,https://doi.org/10.1016/j.est.2024.110636,2024,Ball-flower-like hierarchically porous carbons via a “work-in-tandem” strategy for effective energy storage and CO2 capture,795.3,2.18,0.19,1.0,298.0,5.24,3.27,2.41
106,olive pomace,A,https://doi.org/10.1016/j.seppur.2024.127997,2025,Investigation of effectiveness of KOH-activated olive pomace biochar for efficient direct air capture of CO2,26.49,0.046,0.796,1.0,283.0,2.4,50.3,0.0181
106,olive pomace,B,https://doi.org/10.1016/j.seppur.2024.127997,2025,Investigation of effectiveness of KOH-activated olive pomace biochar for efficient direct air capture of CO2,732.26,0.435,630.28,1.0,283.0,0.41,78.05,0.0434
106,olive pomace,C,https://doi.org/10.1016/j.seppur.2024.127997,2025,Investigation of effectiveness of KOH-activated olive pomace biochar for efficient direct air capture of CO2,43.26,0.048,28.77,1.0,283.0,0.85,40.75,0.226
106,olive pomace,D,https://doi.org/10.1016/j.seppur.2024.127997,2025,Investigation of effectiveness of KOH-activated olive pomace biochar for efficient direct air capture of CO2,1100.01,0.632,919.87,1.0,283.0,1.58,2.44,2.63
106,olive pomace,E,https://doi.org/10.1016/j.seppur.2024.127997,2025,Investigation of effectiveness of KOH-activated olive pomace biochar for efficient direct air capture of CO2,1601.19,0.864,1318.14,1.0,283.0,0.21,70.51,3.21
106,olive pomace,F,https://doi.org/10.1016/j.seppur.2024.127997,2025,Investigation of effectiveness of KOH-activated olive pomace biochar for efficient direct air capture of CO2,69.0,0.064,45.96,1.0,283.0,0.28,69.02,2.2
