Ref number,Carbon precursors,Sample name,DOI,Year,Title,Sbet (m2g-1),Vtotal (cm3g-1),Vmicro (cm3g-1),P (bar),T (K),Uptake (mmolg-1)
72,Macadamia nut shells,PH600-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,933.0,0.379,0.347,0.15,273.0,2.2
72,Macadamia nut shells,PB800-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1427.0,0.615,0.564,0.15,273.0,1.98
72,Macadamia nut shells,PB800-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1618.0,0.669,0.546,0.15,273.0,1.98
72,Macadamia nut shells,PB800-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1559.0,0.619,0.582,0.15,273.0,2.12
72,Macadamia nut shells,PB800-3,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1558.0,0.623,0.582,0.15,273.0,2.08
72,Macadamia nut shells,PB800-4,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1626.0,0.66,0.61,0.15,273.0,2.07
72,Macadamia nut shells,PB700-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1156.0,0.477,0.438,0.15,273.0,2.1
72,Macadamia nut shells,PB700-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1332.0,0.543,0.502,0.15,273.0,2.24
72,Macadamia nut shells,PB700-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1421.0,0.557,0.525,0.15,273.0,2.26
72,Macadamia nut shells,PB700-3,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1407.0,0.556,0.526,0.15,273.0,2.3
72,Macadamia nut shells,PB700-4,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1382.0,0.546,0.517,0.15,273.0,2.36
72,Macadamia nut shells,PB600-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,504.0,0.221,0.191,0.15,273.0,2.14
72,Macadamia nut shells,PB600-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,926.0,0.372,0.344,0.15,273.0,2.33
72,Macadamia nut shells,PB600-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,900.0,0.37,0.336,0.15,273.0,2.29
72,Macadamia nut shells,PC800-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1388.0,0.594,0.435,0.15,298.0,2.03
72,Macadamia nut shells,PC800-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1704.0,0.705,0.643,0.15,298.0,1.91
72,Macadamia nut shells,PC800-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1562.0,0.63,0.581,0.15,298.0,2.13
72,Macadamia nut shells,PC800-3,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1549.0,0.617,0.577,0.15,298.0,2.12
72,Macadamia nut shells,PC800-4,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1475.0,0.596,0.55,0.15,298.0,1.96
72,Macadamia nut shells,PC700-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1090.0,0.448,0.411,0.15,298.0,2.11
72,Macadamia nut shells,PC700-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1416.0,0.582,0.538,0.15,298.0,2.17
72,Macadamia nut shells,PC700-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1367.0,0.54,0.509,0.15,298.0,2.15
72,Macadamia nut shells,PC700-3,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1399.0,0.561,0.522,0.15,298.0,2.34
72,Macadamia nut shells,PC700-4,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1306.0,0.522,0.485,0.15,298.0,2.44
72,Macadamia nut shells,PC600-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,550.0,0.26,0.208,0.15,298.0,2.06
72,Macadamia nut shells,PC600-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,983.0,0.39,0.365,0.15,298.0,2.28
72,Macadamia nut shells,PC600-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,975.0,0.391,0.363,0.15,298.0,2.31
72,Macadamia nut shells,PH800-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1235.0,0.522,0.46,0.15,298.0,1.15
72,Macadamia nut shells,PH800-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1589.0,0.645,0.596,0.15,298.0,1.05
72,Macadamia nut shells,PH800-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1597.0,0.648,0.6,0.15,298.0,1.05
72,Macadamia nut shells,PH800-3,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1674.0,0.714,0.637,0.15,298.0,1.14
72,Macadamia nut shells,PH800-4,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1725.0,0.756,0.652,0.15,298.0,0.99
72,Macadamia nut shells,PH700-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,855.0,0.366,0.316,0.15,298.0,1.02
72,Macadamia nut shells,PH700-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1342.0,0.537,0.499,0.15,298.0,1.08
72,Macadamia nut shells,PH700-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1323.0,0.528,0.491,0.15,298.0,1.17
72,Macadamia nut shells,PH700-3,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1276.0,0.523,0.477,0.15,298.0,1.22
72,Macadamia nut shells,PH700-4,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1285.0,0.536,0.48,0.15,298.0,1.22
72,Macadamia nut shells,PH600-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,608.0,0.261,0.224,0.15,298.0,1.13
72,Macadamia nut shells,PH600-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,967.0,0.395,0.36,0.15,298.0,1.24
72,Macadamia nut shells,PH600-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,933.0,0.379,0.347,0.15,298.0,1.2
72,Macadamia nut shells,PB800-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1427.0,0.615,0.564,0.15,298.0,1.06
72,Macadamia nut shells,PB800-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1618.0,0.669,0.546,0.15,298.0,1.05
72,Macadamia nut shells,PB800-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1559.0,0.619,0.582,0.15,298.0,1.14
72,Macadamia nut shells,PB800-3,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1558.0,0.623,0.582,0.15,298.0,1.14
72,Macadamia nut shells,PB800-4,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1626.0,0.66,0.61,0.15,298.0,1.1
72,Macadamia nut shells,PB700-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1156.0,0.477,0.438,0.15,298.0,1.15
72,Macadamia nut shells,PB700-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1332.0,0.543,0.502,0.15,298.0,1.2
72,Macadamia nut shells,PB700-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1421.0,0.557,0.525,0.15,298.0,1.21
72,Macadamia nut shells,PB700-3,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1407.0,0.556,0.526,0.15,298.0,1.23
72,Macadamia nut shells,PB700-4,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1382.0,0.546,0.517,0.15,298.0,1.29
72,Macadamia nut shells,PB600-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,504.0,0.221,0.191,0.15,298.0,1.42
72,Macadamia nut shells,PB600-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,926.0,0.372,0.344,0.15,298.0,1.34
72,Macadamia nut shells,PB600-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,900.0,0.37,0.336,0.15,298.0,1.3
72,Macadamia nut shells,PC800-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1388.0,0.594,0.435,0.15,298.0,1.15
72,Macadamia nut shells,PC800-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1704.0,0.705,0.643,0.15,298.0,1.05
72,Macadamia nut shells,PC800-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1562.0,0.63,0.581,0.15,298.0,1.16
72,Macadamia nut shells,PC800-3,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1549.0,0.617,0.577,0.15,298.0,1.07
72,Macadamia nut shells,PC800-4,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1475.0,0.596,0.55,0.15,298.0,1.02
72,Macadamia nut shells,PC700-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1090.0,0.448,0.411,0.15,298.0,1.16
72,Macadamia nut shells,PC700-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1416.0,0.582,0.538,0.15,298.0,1.16
72,Macadamia nut shells,PC700-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1367.0,0.54,0.509,0.15,298.0,1.19
72,Macadamia nut shells,PC700-3,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1399.0,0.561,0.522,0.15,298.0,1.28
72,Macadamia nut shells,PC700-4,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1306.0,0.522,0.485,0.15,298.0,1.31
72,Macadamia nut shells,PC600-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,550.0,0.26,0.208,0.15,298.0,1.24
72,Macadamia nut shells,PC600-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,983.0,0.39,0.365,0.15,298.0,1.25
72,Macadamia nut shells,PC600-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,975.0,0.391,0.363,0.15,298.0,1.25
72,Macadamia nut shells,PH800-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1235.0,0.522,0.46,1.0,298.0,6.05
72,Macadamia nut shells,PH800-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1589.0,0.645,0.596,1.0,298.0,6.57
72,Macadamia nut shells,PH800-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1597.0,0.648,0.6,1.0,298.0,6.37
72,Macadamia nut shells,PH800-3,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1674.0,0.714,0.637,1.0,298.0,6.58
72,Macadamia nut shells,PH800-4,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1725.0,0.756,0.652,1.0,298.0,6.26
72,Macadamia nut shells,PH700-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,855.0,0.366,0.316,1.0,298.0,4.54
