Ref number,Carbon precursors,Sample name,DOI,Year,Title,Sbet (m2g-1),Vtotal (cm3g-1),Vmicro (cm3g-1),P (bar),T (K),Uptake (mmolg-1)
56,greasyback shrimp shell,C-GSS-800-3:1,https://doi.org/10.1016/j.fuel.2023.129287,2024,Sustainable preparation of hierarchical porous carbon from discarded shells of crustaceans for efficient CO2 capture,868.23,0.73,0.33,1.0,273.0,4.103
56,greasyback shrimp shell,C-GSS-800-1:2,https://doi.org/10.1016/j.fuel.2023.129287,2024,Sustainable preparation of hierarchical porous carbon from discarded shells of crustaceans for efficient CO2 capture,724.79,0.65,0.1,1.0,298.0,2.204
56,greasyback shrimp shell,C-GSS-800-1:1,https://doi.org/10.1016/j.fuel.2023.129287,2024,Sustainable preparation of hierarchical porous carbon from discarded shells of crustaceans for efficient CO2 capture,1734.64,1.48,0.24,1.0,298.0,4.325
56,greasyback shrimp shell,C-GSS-800-3:2,https://doi.org/10.1016/j.fuel.2023.129287,2024,Sustainable preparation of hierarchical porous carbon from discarded shells of crustaceans for efficient CO2 capture,1231.3,1.25,0.49,1.0,298.0,3.688
56,greasyback shrimp shell,C-GSS-800-2:1,https://doi.org/10.1016/j.fuel.2023.129287,2024,Sustainable preparation of hierarchical porous carbon from discarded shells of crustaceans for efficient CO2 capture,936.33,0.95,0.34,1.0,298.0,3.566
56,greasyback shrimp shell,C-GSS-800-3:1,https://doi.org/10.1016/j.fuel.2023.129287,2024,Sustainable preparation of hierarchical porous carbon from discarded shells of crustaceans for efficient CO2 capture,868.23,0.73,0.33,1.0,298.0,3.523
57,Cotton fibers,CC2-600,https://doi.org/10.1016/j.seppur.2023.124470,2023,Ultra-microporous cotton fiber-derived activated carbon by a facile one-step chemical activation strategy for efficient CO2 adsorption,520.0,0.314,0.6065,0.1,298.0,0.69
57,Cotton fibers,CC2-700,https://doi.org/10.1016/j.seppur.2023.124470,2023,Ultra-microporous cotton fiber-derived activated carbon by a facile one-step chemical activation strategy for efficient CO2 adsorption,892.0,0.368,0.6856,0.1,298.0,0.86
57,Cotton fibers,CC2-800,https://doi.org/10.1016/j.seppur.2023.124470,2023,Ultra-microporous cotton fiber-derived activated carbon by a facile one-step chemical activation strategy for efficient CO2 adsorption,1371.0,0.609,0.9937,0.1,298.0,0.91
57,Cotton fibers,CC1-800,https://doi.org/10.1016/j.seppur.2023.124470,2023,Ultra-microporous cotton fiber-derived activated carbon by a facile one-step chemical activation strategy for efficient CO2 adsorption,1310.0,0.573,0.9001,0.1,298.0,0.76
57,Cotton fibers,CC3-800,https://doi.org/10.1016/j.seppur.2023.124470,2023,Ultra-microporous cotton fiber-derived activated carbon by a facile one-step chemical activation strategy for efficient CO2 adsorption,1343.0,0.6,1.0282,0.1,298.0,0.9
57,Cotton fibers,CC2-600,https://doi.org/10.1016/j.seppur.2023.124470,2023,Ultra-microporous cotton fiber-derived activated carbon by a facile one-step chemical activation strategy for efficient CO2 adsorption,520.0,0.314,0.6065,1.0,298.0,3.06
57,Cotton fibers,CC2-700,https://doi.org/10.1016/j.seppur.2023.124470,2023,Ultra-microporous cotton fiber-derived activated carbon by a facile one-step chemical activation strategy for efficient CO2 adsorption,892.0,0.368,0.6856,1.0,298.0,3.26
57,Cotton fibers,CC2-800,https://doi.org/10.1016/j.seppur.2023.124470,2023,Ultra-microporous cotton fiber-derived activated carbon by a facile one-step chemical activation strategy for efficient CO2 adsorption,1371.0,0.609,0.9937,1.0,298.0,4.43
57,Cotton fibers,CC1-800,https://doi.org/10.1016/j.seppur.2023.124470,2023,Ultra-microporous cotton fiber-derived activated carbon by a facile one-step chemical activation strategy for efficient CO2 adsorption,1310.0,0.573,0.9001,1.0,298.0,3.79
57,Cotton fibers,CC3-800,https://doi.org/10.1016/j.seppur.2023.124470,2023,Ultra-microporous cotton fiber-derived activated carbon by a facile one-step chemical activation strategy for efficient CO2 adsorption,1343.0,0.6,1.0282,1.0,298.0,3.88
58,Orange peel,Activated with KOH + alum,https://doi.org/10.1016/j.ccst.2023.100149,2023,Synthesis of porous and activated carbon from lemon peel waste for CO2 adsorption,1113.0,0.56,0.44,1.0,273.0,4.5
58,Orange peel,Activated with KOH,https://doi.org/10.1016/j.ccst.2023.100149,2023,Synthesis of porous and activated carbon from lemon peel waste for CO2 adsorption,2143.0,1.3,0.84,1.0,273.0,3.2
58,Orange peel,Activated with KOH + alum,https://doi.org/10.1016/j.ccst.2023.100149,2023,Synthesis of porous and activated carbon from lemon peel waste for CO2 adsorption,1113.0,0.56,0.44,1.0,298.0,2.8
58,Orange peel,Activated with KOH,https://doi.org/10.1016/j.ccst.2023.100149,2023,Synthesis of porous and activated carbon from lemon peel waste for CO2 adsorption,2143.0,1.3,0.84,1.0,298.0,2.0
58,Orange peel,Activated with KOH + alum,https://doi.org/10.1016/j.ccst.2023.100149,2023,Synthesis of porous and activated carbon from lemon peel waste for CO2 adsorption,1113.0,0.56,0.44,1.0,313.0,2.0
58,Orange peel,Activated with KOH,https://doi.org/10.1016/j.ccst.2023.100149,2023,Synthesis of porous and activated carbon from lemon peel waste for CO2 adsorption,2143.0,1.3,0.84,1.0,313.0,1.4
60,Avocado seeds,C_NaOH,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,918.0,0.574,0.295,1.0,273.0,3.69
60,Avocado seeds,C_NaOHdry,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,700.0,0.716,0.159,1.0,273.0,2.37
60,Avocado seeds,C_NaOHdry+H2O,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,696.0,0.761,0.168,1.0,273.0,2.56
60,Avocado seeds,C500_NaOH,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,885.0,0.44,0.29,1.0,273.0,4.2
60,Avocado seeds,C500_NaOHdry,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,1217.0,0.547,0.418,1.0,273.0,4.9
60,Avocado seeds,C_NaOH,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,918.0,0.574,0.295,1.0,283.0,3.07
60,Avocado seeds,C_NaOHdry,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,700.0,0.716,0.159,1.0,283.0,2.1
60,Avocado seeds,C_NaOHdry+H2O,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,696.0,0.761,0.168,1.0,283.0,2.16
60,Avocado seeds,C500_NaOH,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,885.0,0.44,0.29,1.0,283.0,3.5
60,Avocado seeds,C500_NaOHdry,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,1217.0,0.547,0.418,1.0,283.0,4.0
60,Avocado seeds,C_NaOH,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,918.0,0.574,0.295,1.0,293.0,2.57
60,Avocado seeds,C_NaOHdry,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,700.0,0.716,0.159,1.0,293.0,1.69
60,Avocado seeds,C_NaOHdry+H2O,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,696.0,0.761,0.168,1.0,293.0,1.64
60,Avocado seeds,C500_NaOH,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,885.0,0.44,0.29,1.0,293.0,2.96
60,Avocado seeds,C500_NaOHdry,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,1217.0,0.547,0.418,1.0,293.0,3.37
60,Avocado seeds,C_NaOH,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,918.0,0.574,0.295,1.0,303.0,2.12
60,Avocado seeds,C_NaOHdry,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,700.0,0.716,0.159,1.0,303.0,1.19
60,Avocado seeds,C_NaOHdry+H2O,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,696.0,0.761,0.168,1.0,303.0,1.21
60,Avocado seeds,C500_NaOH,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,885.0,0.44,0.29,1.0,303.0,2.46
60,Avocado seeds,C500_NaOHdry,10.3390/ma17164157,2024,Activated Carbon for CO2 Adsorption from Avocado Seeds Activated with NaOH: The Significance of the Production Method,1217.0,0.547,0.418,1.0,303.0,2.76
62,Actived carbon fibers,AC-500-4-700,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials,673.0,0.33,0.28,1.0,273.0,4.3
62,Actived carbon fibers,AC-600-4-700,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials,1597.0,0.76,0.64,1.0,273.0,6.9
62,Actived carbon fibers,AC-700-4-700,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials,1158.0,0.56,0.5,1.0,273.0,5.9
62,Actived carbon fibers,AC-600-3-700,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials,802.0,0.39,0.29,1.0,273.0,4.9
62,Actived carbon fibers,AC-600-5-700,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials,1334.0,0.63,0.53,1.0,273.0,5.7
62,Actived carbon fibers,AC-600-4-600,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials,1495.0,0.69,0.59,1.0,273.0,6.5
62,Actived carbon fibers,AC-600-4-800,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials,1501.0,0.79,0.55,1.0,273.0,6.3
62,Actived carbon fibers,AC-500-4-700,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials,673.0,0.33,0.28,1.0,298.0,2.8
62,Actived carbon fibers,AC-600-4-700,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials,1597.0,0.76,0.64,1.0,298.0,4.6
62,Actived carbon fibers,AC-700-4-700,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials,1158.0,0.56,0.5,1.0,298.0,4.0
62,Actived carbon fibers,AC-600-3-700,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials,802.0,0.39,0.29,1.0,298.0,3.6
62,Actived carbon fibers,AC-600-5-700,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials,1334.0,0.63,0.53,1.0,298.0,4.0
62,Actived carbon fibers,AC-600-4-600,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials,1495.0,0.69,0.59,1.0,298.0,4.4
62,Actived carbon fibers,AC-600-4-800,10.3390/molecules29133153,2024,Versatile Activated Carbon Fibers Derived from the Cotton Fibers Used as CO2 Solid-State Adsorbents and Electrode Materials,1501.0,0.79,0.55,1.0,298.0,4.2
63,wood powder,C-DWP/Zn,https://doi.org/10.1016/j.ccst.2023.100161,2024,Scalable production of wood carbon microspheres for high-efficiency carbon dioxide capture,1769.13,0.6237,0.5992,1.0,298.0,3.51
64,waste eucalyptus powder,Eucalyptus sawdust,https://doi.org/10.1016/j.jelechem.2022.116580,2022,Targeting application of hierarchical porous carbon by facile one-step site-specific activation of wood powder: CO2 adsorption and supercapacitors,2390.76,1.23,0.49,1.0,273.0,5.21
64,waste eucalyptus powder,Eucalyptus sawdust,https://doi.org/10.1016/j.jelechem.2022.116580,2022,Targeting application of hierarchical porous carbon by facile one-step site-specific activation of wood powder: CO2 adsorption and supercapacitors,2390.76,1.23,0.49,1.0,298.0,3.54
66,Rape straw,RS,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms,81.13,0.095,0.012,1.0,298.0,0.6
66,Rape straw,SS,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms,81.48,0.141,0.036,1.0,298.0,0.94
66,Rape straw,CS,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms,122.06,0.135,0.066,1.0,298.0,0.84
66,Rape straw,WS,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms,123.23,0.106,0.015,1.0,298.0,0.72
66,Rape straw,NS,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms,336.73,0.196,0.133,1.0,298.0,0.94
66,Rape straw,HW,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms,347.96,0.471,0.147,1.0,298.0,1.04
66,Rape straw,PW,https://doi.org/10.1016/j.seppur.2022.120592,2022,Straw and wood based biochar for CO2 capture: Adsorption performance and governing mechanisms,356.87,0.464,0.133,1.0,298.0,0.98
68,Walnut shells,WS-5-1-3,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1370.4,0.63,0.54,1.0,273.0,4.17
68,Walnut shells,WS-5-1.5-1.5,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1267.5,0.54,0.49,1.0,273.0,4.42
68,Walnut shells,WS-5-3-1,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1111.4,0.49,0.43,1.0,273.0,4.61
68,Walnut shells,WS-5-3-0,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,836.6,0.43,0.31,1.0,273.0,4.07
68,Walnut shells,WS-5-0-3,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,960.9,0.45,0.37,1.0,273.0,4.24
68,Walnut shells,WS-5-1-3-0.1,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1693.7,0.94,0.64,1.0,273.0,3.85
68,Walnut shells,WS-5-1.5-1.5-0.1,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,2584.9,1.28,1.01,1.0,273.0,4.56
68,Walnut shells,WS-5-3-1-0.1,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1548.5,0.85,0.58,1.0,273.0,4.44
68,Walnut shells,WS-5-3-0-0.1,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1388.4,0.64,0.53,1.0,273.0,4.72
68,Walnut shells,WS-5-0-3-0.1,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1793.7,1.03,0.67,1.0,273.0,4.27
68,Walnut shells,WS-5-3-1-0.15,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,2074.6,1.17,0.54,1.0,273.0,4.12
68,Walnut shells,WS-5-3-1-0.2,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1683.1,0.87,0.49,1.0,273.0,4.2
68,Walnut shells,WS-5-3-1-0.25,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,2316.8,1.46,0.43,1.0,273.0,4.79
68,Walnut shells,WS-5-1.5-1.5-0.15,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,2647.8,1.32,0.54,1.0,273.0,4.57
68,Walnut shells,WS-5-1.5.-1.5-0.2,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,2261.5,2.58,0.4,1.0,273.0,4.26
68,Walnut shells,WS-5-1.5-1.5-0.25,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1862.9,1.13,0.69,1.0,273.0,3.03
68,Walnut shells,WS-5-1-3,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1370.4,0.63,0.54,1.0,298.0,2.81
68,Walnut shells,WS-5-1.5-1.5,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1267.5,0.54,0.49,1.0,298.0,3.2
68,Walnut shells,WS-5-3-1,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1111.4,0.49,0.43,1.0,298.0,3.02
68,Walnut shells,WS-5-3-0,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,836.6,0.43,0.31,1.0,298.0,2.95
68,Walnut shells,WS-5-0-3,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,960.9,0.45,0.37,1.0,298.0,2.81
68,Walnut shells,WS-5-1-3-0.1,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1693.7,0.94,0.64,1.0,298.0,2.4
68,Walnut shells,WS-5-1.5-1.5-0.1,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,2584.9,1.28,1.01,1.0,298.0,2.72
68,Walnut shells,WS-5-3-1-0.1,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1548.5,0.85,0.58,1.0,298.0,2.77
68,Walnut shells,WS-5-3-0-0.1,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1388.4,0.64,0.53,1.0,298.0,2.63
68,Walnut shells,WS-5-0-3-0.1,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1793.7,1.03,0.67,1.0,298.0,2.76
68,Walnut shells,WS-5-3-1-0.15,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,2074.6,1.17,0.54,1.0,298.0,2.59
68,Walnut shells,WS-5-3-1-0.2,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1683.1,0.87,0.49,1.0,298.0,2.41
68,Walnut shells,WS-5-3-1-0.25,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,2316.8,1.46,0.43,1.0,298.0,2.58
68,Walnut shells,WS-5-1.5-1.5-0.15,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,2647.8,1.32,0.54,1.0,298.0,2.89
68,Walnut shells,WS-5-1.5.-1.5-0.2,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,2261.5,2.58,0.4,1.0,298.0,2.71
68,Walnut shells,WS-5-1.5-1.5-0.25,10.3390/atmos13071110,2022,Effect of Pore Structure on CO2 Adsorption Performance for ZnCl2/FeCl3/H2O(g) Co-Activated Walnut Shell-Based Biochar,1862.9,1.13,0.69,1.0,298.0,2.44
69,Pine sawdust,BC,https://doi.org/10.1016/j.jece.2023.111378,2023,Separation of CO2 using biochar and KOH and ZnCl2 activated carbons derived from pine sawdust,293.3,0.19,0.18,1.0,273.0,1.17
69,Pine sawdust,ACPS850-K-4,https://doi.org/10.1016/j.jece.2023.111378,2023,Separation of CO2 using biochar and KOH and ZnCl2 activated carbons derived from pine sawdust,2864.5,1.46,0.99,1.0,273.0,1.03
69,Pine sawdust,ACPS600-K-4,https://doi.org/10.1016/j.jece.2023.111378,2023,Separation of CO2 using biochar and KOH and ZnCl2 activated carbons derived from pine sawdust,2437.2,1.09,0.97,1.0,273.0,1.65
69,Pine sawdust,ACPS850-K-2,https://doi.org/10.1016/j.jece.2023.111378,2023,Separation of CO2 using biochar and KOH and ZnCl2 activated carbons derived from pine sawdust,2270.5,1.02,0.87,1.0,273.0,1.33
69,Pine sawdust,ACPS850-Z-D,https://doi.org/10.1016/j.jece.2023.111378,2023,Separation of CO2 using biochar and KOH and ZnCl2 activated carbons derived from pine sawdust,471.4,0.26,0.23,1.0,273.0,1.41
69,Pine sawdust,ACPS850-Z-W,https://doi.org/10.1016/j.jece.2023.111378,2023,Separation of CO2 using biochar and KOH and ZnCl2 activated carbons derived from pine sawdust,501.1,0.26,0.23,1.0,273.0,1.56
71,Wheat straw,BC600,https://doi.org/10.1016/j.cej.2024.155607,2024,"Hierarchically porous MgO/biochar composites for efficient CO2 capture: Structure, performance and mechanism",1064.0,0.5,0.41,1.0,273.0,5.17
71,Wheat straw,BC700,https://doi.org/10.1016/j.cej.2024.155607,2024,"Hierarchically porous MgO/biochar composites for efficient CO2 capture: Structure, performance and mechanism",1748.0,0.77,0.69,1.0,273.0,5.7
71,Wheat straw,BC800,https://doi.org/10.1016/j.cej.2024.155607,2024,"Hierarchically porous MgO/biochar composites for efficient CO2 capture: Structure, performance and mechanism",2765.0,1.64,0.97,1.0,273.0,6.0
71,Wheat straw,MgO/BC-1,https://doi.org/10.1016/j.cej.2024.155607,2024,"Hierarchically porous MgO/biochar composites for efficient CO2 capture: Structure, performance and mechanism",1453.0,0.75,0.56,1.0,273.0,6.65
71,Wheat straw,MgO/BC-5,https://doi.org/10.1016/j.cej.2024.155607,2024,"Hierarchically porous MgO/biochar composites for efficient CO2 capture: Structure, performance and mechanism",793.0,0.54,0.29,1.0,273.0,3.38
71,Wheat straw,MgO/BC-1S,https://doi.org/10.1016/j.cej.2024.155607,2024,"Hierarchically porous MgO/biochar composites for efficient CO2 capture: Structure, performance and mechanism",1485.0,0.81,0.52,1.0,273.0,0.09
72,Macadamia nut shells,PH800-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1235.0,0.522,0.46,0.15,273.0,2.14
72,Macadamia nut shells,PH800-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1589.0,0.645,0.596,0.15,273.0,2.05
72,Macadamia nut shells,PH800-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1597.0,0.648,0.6,0.15,273.0,1.97
72,Macadamia nut shells,PH800-3,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1674.0,0.714,0.637,0.15,273.0,2.13
72,Macadamia nut shells,PH800-4,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1725.0,0.756,0.652,0.15,273.0,1.86
72,Macadamia nut shells,PH700-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,855.0,0.366,0.316,0.15,273.0,1.82
72,Macadamia nut shells,PH700-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1342.0,0.537,0.499,0.15,273.0,2.05
72,Macadamia nut shells,PH700-2,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1323.0,0.528,0.491,0.15,273.0,2.11
72,Macadamia nut shells,PH700-3,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1276.0,0.523,0.477,0.15,273.0,2.25
72,Macadamia nut shells,PH700-4,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,1285.0,0.536,0.48,0.15,273.0,2.3
72,Macadamia nut shells,PH600-0,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,608.0,0.261,0.224,0.15,273.0,1.92
72,Macadamia nut shells,PH600-1,https://doi.org/10.1016/j.scitotenv.2024.176429,2024,A clean method for controlling pore structure development in potassium activation systems to improve CO2 adsorption properties of biochar,967.0,0.395,0.36,0.15,273.0,2.09
